Movie_Name,Genre,City,Screen_Type,Show_Time,Total_Seats,Tickets_Sold,Occupancy_Rate,Ticket_Price,Ticket_Sales,Concession_Sales,Total_Revenue,Show_Date
Buy simply key,Horror,Houston,Standard,Late Night,150,137,0.9149582683749773,10,1370,868.0848333350317,2238.084833335032,2025-01-18
Rest time,Sci-Fi,Chicago,Standard,Evening,150,99,0.6629461448881004,10,990,488.09280658295836,1478.0928065829585,2024-12-28
Young smile,Comedy,Houston,3D,Morning,200,109,0.5462489771968166,15,1635,374.0249176289878,2009.0249176289879,2024-07-20
Matter,Sci-Fi,Houston,3D,Late Night,100,50,0.5028687291547261,15,750,182.80519323379448,932.8051932337945,2025-04-13
Here reduce,Sci-Fi,Los Angeles,3D,Afternoon,100,71,0.7116287957249905,15,1065,249.88899481600092,1314.8889948160008,2024-05-21
Medical policy bar,Drama,Chicago,IMAX,Morning,100,57,0.5728163740172846,18,1026,353.73963426732536,1379.7396342673253,2024-12-22
Common floor guess practice,Horror,Houston,3D,Afternoon,100,50,0.5025940442517861,15,750,281.72172031922787,1031.7217203192279,2024-10-05
Thousand ball,Drama,Los Angeles,IMAX,Evening,100,89,0.8981956048409517,18,1602,332.7153418666225,1934.7153418666226,2024-06-19
Event third,Comedy,Los Angeles,3D,Morning,100,81,0.8129404506770456,15,1215,464.8471987540485,1679.8471987540486,2024-10-13
Push Democrat painting,Comedy,Chicago,IMAX,Late Night,150,76,0.5099364651391942,18,1368,258.37369608225976,1626.3736960822598,2024-10-25
Heart own factor idea,Comedy,Miami,Standard,Late Night,150,48,0.32001900729590754,10,480,272.3398752827047,752.3398752827047,2025-03-26
Tax general,Action,Houston,Standard,Afternoon,150,112,0.7511270534755383,10,1120,393.5690723555073,1513.5690723555072,2025-04-26
Determine,Drama,Los Angeles,3D,Evening,200,119,0.5973055261359994,15,1785,704.6571232035569,2489.6571232035567,2024-07-19
Prove particular price,Sci-Fi,Houston,Standard,Late Night,100,71,0.7185938398744153,10,710,311.5102805396903,1021.5102805396903,2025-03-10
Game treat,Sci-Fi,Miami,IMAX,Afternoon,100,30,0.3044844273432247,18,540,182.1412711457827,722.1412711457826,2025-02-08
Past lead one,Sci-Fi,Chicago,3D,Evening,100,83,0.8338896007448964,15,1245,451.70808585676923,1696.7080858567692,2024-07-27
Something page,Comedy,Houston,IMAX,Afternoon,150,62,0.41832421060788283,18,1116,232.61669620106727,1348.6166962010673,2024-06-19
Face some,Action,Los Angeles,3D,Late Night,150,106,0.7096146178599787,15,1590,480.8442106046904,2070.8442106046905,2025-01-27
Public answer difficult,Drama,Los Angeles,3D,Afternoon,150,90,0.6021409601754651,15,1350,409.2535856596996,1759.2535856596996,2025-02-12
National section,Horror,Houston,IMAX,Evening,100,55,0.5569090870905032,18,990,200.97943296736142,1190.9794329673614,2024-05-30
Time short must catch,Action,Miami,IMAX,Late Night,150,80,0.5389445530609829,18,1440,459.54099829833666,1899.5409982983367,2025-01-08
Audience entire center,Action,New York,Standard,Late Night,100,70,0.702947768543505,10,700,299.3272179070641,999.3272179070641,2024-05-19
Tend morning,Horror,Miami,Standard,Late Night,100,61,0.6158841679672851,10,610,301.6180097723857,911.6180097723857,2024-11-30
Song on parent,Drama,Houston,3D,Morning,150,103,0.6876619470708726,15,1545,415.56340829827474,1960.5634082982747,2024-06-30
Public story mother,Sci-Fi,New York,Standard,Late Night,150,134,0.8964660876773227,10,1340,820.6178925471107,2160.617892547111,2025-01-12
High plan indicate,Action,Chicago,Standard,Evening,100,46,0.46536375824334225,10,460,318.45514945706714,778.4551494570671,2024-05-28
Part off,Comedy,Miami,3D,Morning,100,84,0.8425818862452936,15,1260,365.27087174799743,1625.2708717479975,2025-01-12
Player memory yard,Sci-Fi,Miami,3D,Afternoon,200,123,0.6156533906284819,15,1845,726.9933531368148,2571.9933531368147,2024-07-08
Music,Horror,Houston,3D,Morning,150,69,0.4651823927515307,15,1035,217.99706731400042,1252.9970673140003,2024-06-24
Might organization hot,Action,Houston,3D,Evening,200,100,0.5004529561391515,15,1500,574.555055407573,2074.555055407573,2024-05-13
Action nearly,Drama,Chicago,3D,Evening,100,67,0.671631941383445,15,1005,346.45659744455753,1351.4565974445575,2024-05-12
Impact trip everything,Horror,Los Angeles,3D,Evening,100,83,0.8382475167886688,15,1245,397.3276894374043,1642.3276894374044,2024-08-13
Seat after,Sci-Fi,Chicago,Standard,Morning,100,58,0.5808676319433699,10,580,256.88071985395106,836.8807198539511,2025-02-10
Answer education,Comedy,New York,Standard,Late Night,100,82,0.8266732395371021,10,820,273.56736993398624,1093.5673699339864,2025-01-13
Occur skin,Horror,New York,IMAX,Afternoon,150,57,0.38232364649226613,18,1026,374.5394025939013,1400.5394025939013,2024-10-31
By image for,Sci-Fi,Chicago,3D,Afternoon,200,119,0.5981866578230918,15,1785,575.2077149103962,2360.207714910396,2024-05-29
Station throughout answer,Action,New York,3D,Evening,100,51,0.5121409833380322,15,765,277.30811196026235,1042.3081119602623,2024-12-20
Fill history,Drama,New York,3D,Morning,200,130,0.6545447823937451,15,1950,779.6188395994359,2729.618839599436,2025-04-20
Church attention,Comedy,Houston,3D,Morning,200,146,0.733033108514595,15,2190,588.0050743625377,2778.005074362538,2025-01-07
Reflect environment,Comedy,New York,3D,Morning,200,107,0.536885730947842,15,1605,432.697620256432,2037.697620256432,2024-12-18
Candidate marriage yet,Action,Chicago,Standard,Afternoon,150,31,0.20936792150592987,10,310,164.09366600693673,474.0936660069367,2024-11-22
Visit candidate,Comedy,Los Angeles,3D,Evening,150,109,0.7298422220194741,15,1635,545.6815049107945,2180.6815049107945,2025-03-13
Budget laugh police,Comedy,New York,Standard,Late Night,200,133,0.6655107827600264,10,1330,550.5734533448922,1880.5734533448922,2024-07-28
Art anyone,Action,New York,3D,Afternoon,150,99,0.6606442132442546,15,1485,557.2562637879529,2042.2562637879528,2024-11-28
Term answer strong,Sci-Fi,Chicago,3D,Late Night,200,157,0.785367328773323,15,2355,670.804099865323,3025.804099865323,2024-11-11
Apply song voice,Drama,Los Angeles,IMAX,Morning,100,43,0.43934194805264265,18,774,139.96026287345916,913.9602628734592,2024-05-21
Threat quite,Sci-Fi,Chicago,Standard,Late Night,150,105,0.7020324158175674,10,1050,581.6045183688173,1631.6045183688173,2024-04-30
Business analysis key,Horror,Chicago,Standard,Late Night,200,155,0.7788761268716962,10,1550,472.791679297607,2022.791679297607,2024-09-28
Help save represent,Horror,Chicago,3D,Evening,100,43,0.43321186239902243,15,645,208.45497890523993,853.45497890524,2024-06-16
Commercial just,Horror,Houston,IMAX,Afternoon,150,97,0.6479477738878465,18,1746,447.340031150873,2193.340031150873,2024-11-15
Itself audience month,Sci-Fi,Miami,IMAX,Late Night,150,78,0.5243730253488492,18,1404,259.92470342484097,1663.924703424841,2024-09-20
Concern by admit design,Drama,Miami,3D,Evening,150,103,0.687771599034753,15,1545,495.01766382079245,2040.0176638207924,2024-12-16
Region like deep,Sci-Fi,Houston,IMAX,Afternoon,200,130,0.6521514725307505,18,2340,476.7018387065669,2816.701838706567,2025-02-09
Picture behind ok,Horror,Chicago,Standard,Late Night,100,52,0.5269157153829671,10,520,312.2887888733914,832.2887888733915,2025-03-06
Prevent benefit,Comedy,Chicago,Standard,Late Night,150,74,0.4986437881257582,10,740,494.66817920749963,1234.6681792074996,2025-03-26
Within without we,Action,Los Angeles,3D,Morning,150,90,0.6051228626232037,15,1350,348.58993706159185,1698.5899370615919,2025-03-18
Picture want,Comedy,New York,Standard,Evening,100,53,0.5369131091705795,10,530,321.5774235787632,851.5774235787633,2025-01-28
Finally according political,Drama,Houston,Standard,Late Night,100,43,0.43712623066722217,10,430,200.92695923804442,630.9269592380444,2024-12-07
Onto act,Drama,Miami,3D,Evening,200,160,0.8019059924434755,15,2400,547.6088174068192,2947.608817406819,2024-07-07
Various,Comedy,Chicago,Standard,Late Night,150,64,0.4276808947262016,10,640,318.67730285039556,958.6773028503956,2024-05-07
Sound compare,Comedy,Houston,3D,Late Night,100,69,0.6999468751363818,15,1035,317.415003386144,1352.415003386144,2025-04-25
Event exactly project,Horror,New York,Standard,Evening,200,153,0.7693886939280926,10,1530,564.4296489224679,2094.429648922468,2024-06-23
Reflect military,Horror,New York,3D,Late Night,150,51,0.3411289906814105,15,765,191.53049127630175,956.5304912763017,2024-04-30
Beautiful tonight land,Comedy,New York,Standard,Afternoon,200,99,0.4983653021496517,10,990,542.4884367237318,1532.4884367237319,2024-10-21
History consider,Action,New York,Standard,Late Night,150,116,0.7791164104571058,10,1160,630.9530034361221,1790.9530034361221,2024-08-28
Strategy election hold standard,Action,Los Angeles,Standard,Late Night,150,67,0.45282517032904773,10,670,207.08883013661742,877.0888301366174,2024-07-29
Political serve,Sci-Fi,Miami,Standard,Late Night,200,106,0.5303393606535918,10,1060,684.0978275078936,1744.0978275078937,2024-10-31
Save which,Comedy,Los Angeles,3D,Evening,100,76,0.7693091339877844,15,1140,371.5393432147118,1511.5393432147118,2024-09-05
Say cause,Drama,Los Angeles,3D,Afternoon,100,71,0.7175085763923893,15,1065,467.02256686071075,1532.0225668607109,2024-07-20
Look nation environment,Horror,Los Angeles,Standard,Late Night,100,56,0.5622691670933256,10,560,321.14232450073786,881.1423245007379,2024-05-19
With eat,Horror,Houston,IMAX,Afternoon,200,102,0.5103734707962537,18,1836,567.6827382248057,2403.6827382248057,2024-08-23
President break,Comedy,Miami,3D,Afternoon,150,122,0.8133554792547761,15,1830,718.3585764593431,2548.358576459343,2025-03-09
Follow hour clearly,Horror,New York,IMAX,Morning,200,172,0.8608349495696368,18,3096,1200.927770521521,4296.927770521521,2024-10-08
Laugh draw smile,Drama,Houston,IMAX,Late Night,200,149,0.7468287076172693,18,2682,767.2555021651481,3449.255502165148,2024-09-26
Hour understand analysis,Horror,Miami,Standard,Morning,150,91,0.6127977213847536,10,910,574.3023949882057,1484.3023949882058,2024-09-12
Game oil indeed,Action,New York,3D,Late Night,150,71,0.47876014175386106,15,1065,326.43796050191963,1391.4379605019196,2024-10-03
Project available last,Horror,Miami,Standard,Late Night,100,47,0.4754333390165152,10,470,160.4811261254917,630.4811261254918,2024-09-22
Easy leader decide,Comedy,Chicago,Standard,Morning,150,101,0.6783771157898636,10,1010,469.80879394144523,1479.8087939414452,2024-06-10
Treatment common speak,Horror,Chicago,IMAX,Afternoon,100,66,0.6627597331333025,18,1188,267.8300339105814,1455.8300339105813,2024-11-11
Method himself place,Horror,Chicago,Standard,Morning,200,162,0.8102397889419644,10,1620,804.5418509812772,2424.541850981277,2025-02-10
Within believe office,Drama,Los Angeles,3D,Evening,200,159,0.7975675138804208,15,2385,759.8114336304405,3144.8114336304407,2024-10-17
Lawyer former,Sci-Fi,Houston,Standard,Evening,150,71,0.4745379547360273,10,710,381.8175888519844,1091.8175888519845,2024-08-11
Parent discuss blue,Action,Los Angeles,IMAX,Evening,100,85,0.8577921426584377,18,1530,554.2580019391281,2084.258001939128,2024-10-12
Forward scene hope,Drama,Miami,3D,Evening,200,110,0.550290905902838,15,1650,399.65307600618576,2049.653076006186,2024-09-03
Close apply process,Drama,Chicago,3D,Late Night,100,54,0.5424043092071472,15,810,322.64636389853734,1132.6463638985374,2024-05-06
Democratic manager,Horror,Los Angeles,IMAX,Evening,150,110,0.7375300309377542,18,1980,610.1754252633746,2590.1754252633746,2025-03-21
Now trouble nature,Comedy,New York,IMAX,Evening,200,199,0.9993501234675946,18,3582,606.6051062531714,4188.6051062531715,2024-05-19
Price he,Horror,Chicago,Standard,Late Night,200,200,1.0,10,2000,1320.0032065535192,3320.0032065535192,2024-10-16
Tonight tree,Sci-Fi,Chicago,Standard,Afternoon,200,138,0.6910084588704274,10,1380,587.4915214842727,1967.4915214842727,2024-06-02
City view step,Comedy,Chicago,3D,Late Night,200,114,0.5725205071919418,15,1710,561.8159326909232,2271.815932690923,2024-09-25
Big week,Action,Houston,3D,Morning,150,102,0.6801758472720825,15,1530,397.7286717757417,1927.7286717757418,2024-11-06
Miss hope increase,Drama,Los Angeles,IMAX,Afternoon,200,146,0.7331483138810754,18,2628,892.3603861450918,3520.360386145092,2024-04-30
The child four recently,Drama,New York,Standard,Afternoon,150,82,0.5518998561664212,10,820,396.6575214472847,1216.6575214472846,2024-05-08
Later mission be,Comedy,New York,Standard,Afternoon,150,130,0.8692817033868483,10,1300,735.4069246133944,2035.4069246133945,2025-02-21
Good trade for,Drama,Houston,Standard,Morning,200,126,0.6345106138787103,10,1260,411.8676545085212,1671.8676545085211,2025-03-06
Name through yard,Action,Miami,Standard,Morning,150,101,0.6746614633637091,10,1010,531.9476731067249,1541.9476731067248,2024-12-29
Fight go,Comedy,Los Angeles,IMAX,Evening,200,159,0.7998886378081691,18,2862,1072.5080663406357,3934.5080663406357,2024-06-22
Individual lot white,Comedy,Los Angeles,IMAX,Late Night,100,66,0.6632379915921683,18,1188,456.55565745243695,1644.555657452437,2024-05-24
Sound anything eat,Action,Chicago,Standard,Evening,200,165,0.8258410750704418,10,1650,620.4093499779893,2270.409349977989,2024-08-15
Guess sign,Action,New York,IMAX,Evening,100,60,0.6074120220179615,18,1080,234.62069972266065,1314.6206997226607,2024-07-23
Grow significant coach,Horror,Miami,Standard,Late Night,100,51,0.5162547369080954,10,510,262.5344635237359,772.5344635237359,2024-09-02
Easy spring peace,Comedy,New York,3D,Morning,150,65,0.4349768650542457,15,975,225.26566188703103,1200.265661887031,2025-03-31
Save nearly explain,Action,New York,3D,Afternoon,200,133,0.665925184593034,15,1995,712.5479628620802,2707.54796286208,2024-09-27
Middle,Sci-Fi,Miami,3D,Evening,100,81,0.816840475526817,15,1215,431.4751887562932,1646.4751887562932,2024-04-27
Hand be,Comedy,New York,Standard,Late Night,200,133,0.6686659299227828,10,1330,827.667439921082,2157.667439921082,2024-11-16
Town tax,Drama,Miami,3D,Morning,150,127,0.8511738650021305,15,1905,686.4879064376469,2591.487906437647,2024-09-30
Recently Republican teach,Drama,Houston,Standard,Afternoon,200,119,0.599160597175643,10,1190,587.0411166009255,1777.0411166009255,2025-03-04
Simple require,Drama,Chicago,Standard,Evening,200,160,0.8003112483388768,10,1600,639.3740813309778,2239.374081330978,2024-05-24
Protect,Horror,Chicago,Standard,Evening,100,53,0.5362448685791028,10,530,366.1725474327936,896.1725474327936,2024-09-25
Choice friend final,Drama,Los Angeles,3D,Morning,200,108,0.5419350446288398,15,1620,527.2587341530649,2147.258734153065,2025-03-12
Amount half,Horror,Los Angeles,IMAX,Morning,200,140,0.7043306636348666,18,2520,590.5989483964298,3110.59894839643,2025-02-18
Science media result no,Comedy,Houston,3D,Afternoon,100,72,0.7273653166114715,15,1080,435.7015626636088,1515.701562663609,2024-09-30
Several around before,Drama,Los Angeles,3D,Evening,200,131,0.6559049578503726,15,1965,640.2628345931214,2605.2628345931216,2024-05-17
Fall minute hundred,Sci-Fi,Chicago,Standard,Afternoon,200,117,0.5892601122212899,10,1170,423.35170015336735,1593.3517001533673,2024-11-07
Brother study yeah,Comedy,Los Angeles,IMAX,Late Night,100,37,0.3723189379978786,18,666,201.2982379649835,867.2982379649835,2024-12-25
Determine along,Sci-Fi,Los Angeles,3D,Late Night,150,81,0.5464456198790085,15,1215,495.64059158694533,1710.6405915869454,2024-08-15
Mother plant war,Horror,Chicago,IMAX,Evening,150,125,0.8335574745279679,18,2250,560.3955654240642,2810.3955654240644,2024-07-05
Democrat,Drama,Chicago,3D,Evening,150,117,0.7862807524159849,15,1755,495.15190195321605,2250.151901953216,2024-07-24
Whatever give section,Action,Miami,3D,Late Night,150,101,0.6750998582071814,15,1515,325.3441998313867,1840.3441998313867,2024-10-24
Produce,Horror,Houston,3D,Afternoon,150,91,0.607466053077144,15,1365,280.0905829813036,1645.0905829813037,2025-01-01
Everything,Drama,Los Angeles,IMAX,Evening,150,105,0.7010594737942264,18,1890,324.94517918806696,2214.945179188067,2025-03-30
Explain,Sci-Fi,Houston,3D,Evening,200,120,0.6009518290789829,15,1800,714.7281403521972,2514.7281403521974,2024-08-10
Would public,Drama,Los Angeles,Standard,Late Night,100,70,0.7048242630303801,10,700,230.83953580318828,930.8395358031883,2024-07-15
Make debate list Mr,Sci-Fi,Los Angeles,3D,Late Night,150,99,0.6631459416584085,15,1485,674.0099649173673,2159.009964917367,2024-09-21
Blue plant,Horror,New York,Standard,Late Night,100,67,0.6738028271989198,10,670,276.07822019232077,946.0782201923207,2025-04-10
Rise base shake,Action,Miami,Standard,Late Night,100,52,0.5210947735998629,10,520,167.67182985725077,687.6718298572507,2024-11-20
Miss cut,Horror,Chicago,3D,Evening,150,56,0.3769985620193133,15,840,192.8708971268859,1032.870897126886,2024-10-27
Tough recently though occur,Drama,Los Angeles,Standard,Morning,200,152,0.7645729067630543,10,1520,707.5766469626195,2227.5766469626196,2024-09-23
During buy,Sci-Fi,Los Angeles,IMAX,Evening,100,62,0.6281743815987393,18,1116,325.3354234533405,1441.3354234533406,2024-06-29
Red nation,Sci-Fi,Houston,IMAX,Evening,200,114,0.5705836353935319,18,2052,689.830945292674,2741.830945292674,2024-11-17
Win strategy,Action,Chicago,Standard,Evening,100,80,0.804021836787099,10,800,487.0722288367888,1287.0722288367888,2024-11-18
It focus,Drama,New York,Standard,Evening,150,96,0.6411981040121305,10,960,574.9529081857258,1534.9529081857258,2024-09-09
Usually,Horror,Los Angeles,IMAX,Evening,100,85,0.8589904576069932,18,1530,411.6732546921766,1941.6732546921767,2025-01-18
Require education sit,Drama,Chicago,IMAX,Evening,200,158,0.7925508924365046,18,2844,946.5149770189416,3790.514977018942,2024-09-24
Professional walk,Horror,New York,IMAX,Morning,150,105,0.7025353984800716,18,1890,481.4493520449639,2371.449352044964,2024-04-26
Chair truth surface can,Sci-Fi,Houston,IMAX,Morning,150,59,0.39510664331991985,18,1062,180.8234995715964,1242.8234995715964,2024-06-11
City box,Sci-Fi,Houston,IMAX,Evening,150,132,0.88179159780796,18,2376,545.2373107634676,2921.2373107634676,2024-10-07
Again religious,Action,Chicago,Standard,Morning,200,127,0.6391875796850783,10,1270,427.80890842458297,1697.808908424583,2024-06-18
Concern third else,Sci-Fi,Miami,IMAX,Afternoon,100,54,0.5446084291130695,18,972,285.96785211011263,1257.9678521101127,2024-06-12
Operation mean draw,Action,Houston,Standard,Afternoon,200,124,0.6215082701013377,10,1240,585.7495774448429,1825.749577444843,2024-05-10
Performance tend method,Comedy,Chicago,3D,Late Night,200,66,0.333564715065252,15,990,285.23337289153636,1275.2333728915364,2025-01-18
Pm difference,Horror,Los Angeles,Standard,Evening,200,152,0.7612979217221005,10,1520,930.9166520021288,2450.916652002129,2025-03-17
Growth value,Sci-Fi,Houston,IMAX,Late Night,150,66,0.44559427377268923,18,1188,199.67744455228814,1387.677444552288,2024-06-05
Test fund I,Comedy,Houston,IMAX,Morning,150,59,0.39709945712346983,18,1062,277.8073167168856,1339.8073167168857,2024-06-04
Until seek,Sci-Fi,Chicago,IMAX,Evening,150,70,0.47164612206731626,18,1260,393.0115561657587,1653.0115561657587,2025-02-09
Left,Sci-Fi,Los Angeles,Standard,Evening,100,86,0.8669032562484887,10,860,322.9634974145088,1182.9634974145088,2025-03-04
Floor sister plan,Comedy,Los Angeles,IMAX,Evening,100,60,0.6056104909460817,18,1080,186.29387772099145,1266.2938777209915,2024-12-27
Fight particular mind,Sci-Fi,Miami,IMAX,Afternoon,150,124,0.8300591564874749,18,2232,845.5116551097956,3077.5116551097954,2024-11-14
Letter mention best,Comedy,Chicago,3D,Afternoon,100,51,0.5196297805421553,15,765,214.7976194121758,979.7976194121758,2024-09-23
Relate sense could,Comedy,Houston,3D,Afternoon,150,51,0.343896306361058,15,765,158.56847372659803,923.5684737265981,2024-05-23
Tonight more,Action,Houston,IMAX,Late Night,150,64,0.4325213340077011,18,1152,414.0883936766479,1566.088393676648,2024-12-05
Parent rather TV,Horror,Los Angeles,3D,Morning,150,117,0.7853717430010407,15,1755,537.8153980446044,2292.8153980446045,2025-04-05
Ability organization,Action,Los Angeles,3D,Morning,100,57,0.5766152733094998,15,855,286.52835956386156,1141.5283595638616,2024-10-06
Various environmental,Comedy,Miami,Standard,Morning,100,51,0.5177569055264098,10,510,177.55309832023036,687.5530983202303,2024-10-13
Herself kind draw,Drama,Houston,Standard,Evening,150,108,0.7240027338779181,10,1080,406.50385411725534,1486.5038541172553,2025-01-04
So civil speak morning,Horror,New York,Standard,Evening,150,116,0.7752674104251317,10,1160,584.0531584319804,1744.0531584319804,2024-09-30
Father recent,Horror,Houston,IMAX,Morning,150,115,0.7676098223853691,18,2070,529.1418400579812,2599.1418400579814,2025-02-03
Commercial person,Drama,New York,3D,Evening,100,91,0.9172748844839389,15,1365,431.03019410611967,1796.0301941061198,2025-03-01
They seat compare,Horror,Chicago,IMAX,Morning,150,81,0.5460347031316372,18,1458,248.13540956544995,1706.13540956545,2024-07-14
Here respond bar,Action,Chicago,Standard,Evening,100,50,0.5010928470876942,10,500,319.4829616680713,819.4829616680713,2024-12-26
Live senior,Comedy,Los Angeles,Standard,Morning,200,107,0.5379802258315086,10,1070,387.66455876837904,1457.664558768379,2025-01-03
Letter woman science,Sci-Fi,Houston,IMAX,Morning,100,63,0.6390420759874329,18,1134,407.3189553502351,1541.3189553502352,2024-05-18
Agent shake finally four,Comedy,Chicago,3D,Late Night,150,68,0.45543616106840834,15,1020,250.89823698626006,1270.8982369862601,2024-08-18
Morning book,Drama,Miami,IMAX,Afternoon,100,45,0.4564273627657436,18,810,276.58022067865187,1086.5802206786518,2025-01-31
He north,Drama,New York,3D,Afternoon,150,97,0.6515681822324828,15,1455,533.6212451815265,1988.6212451815265,2025-01-22
Talk,Action,Chicago,Standard,Evening,100,69,0.6927021472644322,10,690,298.51664504308354,988.5166450430836,2024-10-31
Choice their town effort,Horror,Houston,IMAX,Afternoon,100,60,0.604919549311738,18,1080,309.4739813394012,1389.4739813394012,2024-12-09
Remember already,Comedy,Miami,Standard,Afternoon,100,48,0.48622569979498953,10,480,146.86818458843192,626.8681845884319,2024-10-11
Star current claim,Action,Los Angeles,IMAX,Late Night,100,56,0.5654398928691349,18,1008,384.9956098389209,1392.995609838921,2024-10-08
Serious maintain option police,Comedy,Houston,3D,Late Night,200,92,0.46136502835975435,15,1380,573.8684442815388,1953.8684442815388,2024-12-02
Address try land,Horror,New York,3D,Late Night,150,110,0.733529761668718,15,1650,386.4073889111403,2036.4073889111403,2025-02-27
Mission what,Horror,Miami,3D,Morning,150,113,0.7552874002085629,15,1695,677.4209500823348,2372.420950082335,2024-10-23
Fall bar again,Comedy,Miami,IMAX,Afternoon,200,64,0.3230718206642859,18,1152,225.23074875916953,1377.2307487591695,2024-11-26
Theory bring miss,Action,Los Angeles,IMAX,Morning,200,92,0.4605733709711385,18,1656,424.61257988129785,2080.6125798812977,2024-07-09
Life grow nice,Comedy,Miami,IMAX,Afternoon,150,56,0.3755206117364881,18,1008,209.3563933635263,1217.3563933635264,2024-12-11
Letter interesting,Sci-Fi,Chicago,3D,Late Night,200,100,0.5024964098389653,15,1500,506.76174335827557,2006.7617433582755,2024-12-22
Executive fund our chair,Horror,Chicago,IMAX,Evening,150,103,0.6874843045314458,18,1854,581.4151532637406,2435.4151532637406,2025-01-11
Quickly than analysis,Horror,Miami,Standard,Morning,200,76,0.3825532170452205,10,760,242.59760321255948,1002.5976032125595,2024-10-01
Finish too,Comedy,Los Angeles,IMAX,Morning,200,92,0.461721028031203,18,1656,288.5539664284848,1944.5539664284847,2025-02-14
Chair magazine charge,Drama,Los Angeles,IMAX,Late Night,100,44,0.44940639418777517,18,792,232.68726495367767,1024.6872649536776,2025-02-14
Newspaper amount,Sci-Fi,Houston,3D,Afternoon,150,94,0.6310900994098416,15,1410,451.9911468420531,1861.9911468420532,2025-01-20
Middle test,Sci-Fi,Los Angeles,3D,Evening,150,106,0.7104016505554375,15,1590,367.95531049268857,1957.9553104926886,2024-11-26
Set act suddenly,Drama,Chicago,Standard,Evening,100,59,0.591739366999412,10,590,237.24712398999915,827.2471239899992,2024-12-12
Newspaper ability,Action,Houston,Standard,Late Night,200,125,0.6265231308209097,10,1250,803.1071921526454,2053.1071921526454,2024-05-13
Front behind,Drama,Miami,3D,Morning,150,77,0.5179979873119102,15,1155,428.8261495815777,1583.8261495815777,2025-04-21
Back machine end,Comedy,Miami,IMAX,Morning,150,83,0.559251733451092,18,1494,524.5858808822742,2018.585880882274,2024-09-03
Project participant,Comedy,New York,Standard,Evening,150,142,0.9510178135447804,10,1420,600.3932703216137,2020.3932703216137,2024-05-07
Quickly behind,Sci-Fi,Houston,Standard,Morning,100,80,0.8010691577685521,10,800,367.21859173781064,1167.2185917378106,2025-03-23
Cost still,Comedy,Miami,IMAX,Afternoon,100,40,0.40506281446086034,18,720,151.78833929707088,871.7883392970709,2024-07-19
Daughter election sometimes,Sci-Fi,Chicago,Standard,Afternoon,200,144,0.7244598626818761,10,1440,734.4260489573273,2174.426048957327,2024-09-24
Market conference,Sci-Fi,Miami,3D,Afternoon,100,72,0.7217094831737387,15,1080,323.8479705879088,1403.8479705879088,2024-06-21
Relate big hundred,Sci-Fi,New York,Standard,Afternoon,100,42,0.42776050668710724,10,420,267.6641171898619,687.6641171898618,2025-03-02
Why national including,Comedy,Los Angeles,Standard,Late Night,150,108,0.7228166465632291,10,1080,345.1300626867452,1425.130062686745,2025-02-01
Whom thing small,Sci-Fi,Houston,3D,Late Night,150,124,0.8306897877618828,15,1860,815.2972693172599,2675.2972693172596,2024-09-28
Want whole interesting,Drama,Houston,3D,Afternoon,100,43,0.43161827906333794,15,645,141.87772324106564,786.8777232410656,2024-11-10
High military story,Comedy,Miami,Standard,Evening,200,112,0.5623745768478604,10,1120,610.6765356816742,1730.676535681674,2024-10-04
Time nearly,Comedy,New York,IMAX,Late Night,100,75,0.7526492200265253,18,1350,369.2796367908446,1719.2796367908445,2025-01-28
Important,Comedy,Los Angeles,IMAX,Late Night,200,128,0.6407242966238472,18,2304,598.5327506675708,2902.532750667571,2025-01-07
Mean newspaper,Drama,Miami,IMAX,Afternoon,100,68,0.6827214412859285,18,1224,265.554978296408,1489.554978296408,2024-12-21
Must off,Action,Chicago,IMAX,Late Night,200,130,0.6510883824600745,18,2340,774.6205921820064,3114.6205921820065,2025-01-17
News democratic,Comedy,Los Angeles,IMAX,Late Night,200,131,0.6586043881392216,18,2358,537.3464370559627,2895.3464370559627,2025-04-22
Because east,Sci-Fi,Chicago,IMAX,Morning,150,60,0.40102918075333754,18,1080,305.8178295539836,1385.8178295539835,2025-01-12
Year improve environmental way,Horror,Miami,3D,Afternoon,150,113,0.7570976559932172,15,1695,710.6526465448644,2405.652646544864,2024-10-15
Mind teacher,Comedy,Miami,Standard,Late Night,100,77,0.775438498864166,10,770,502.10987908787894,1272.1098790878789,2024-11-21
Family rate certainly scientist,Horror,Chicago,3D,Morning,150,84,0.5655913883897958,15,1260,289.9134243923265,1549.9134243923265,2024-06-24
Wish very part,Horror,Houston,3D,Afternoon,150,89,0.5934784575279206,15,1335,346.9694955507725,1681.9694955507725,2024-06-08
Force office,Comedy,New York,IMAX,Evening,200,94,0.47033387461664167,18,1692,467.9439574077921,2159.943957407792,2024-05-17
Evening trip,Action,Houston,3D,Morning,150,101,0.6771382134026752,15,1515,643.2992999592211,2158.299299959221,2025-01-30
Age design Congress after,Horror,Chicago,3D,Evening,200,157,0.7858086162571216,15,2355,996.1940433217915,3351.1940433217915,2024-08-09
Remember pick,Action,Chicago,IMAX,Morning,200,118,0.5906713474501033,18,2124,734.4279829649553,2858.4279829649554,2024-07-01
Our technology economy,Comedy,Los Angeles,Standard,Late Night,200,153,0.7686530039805753,10,1530,724.465424264704,2254.465424264704,2024-08-12
